Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
1031,tt0101893,2016-06-25,2016-06-25,,The Flash II: Revenge of the Trickster,https://www.imdb.com/title/tt0101893/,video,7.1,88,1991,"Action, Fantasy, Sci-Fi",852,1991-12-31,Danny Bilson
1032,tt0382028,2016-06-25,2016-06-25,,Fat Slags,https://www.imdb.com/title/tt0382028/,movie,2.6,75,2004,Comedy,3731,2004-10-15,Ed Bye
1033,tt2011109,2016-06-25,2016-06-25,,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,https://www.imdb.com/title/tt2011109/,video,7.4,4,2011,"Short, Action, Sci-Fi",5654,2011-10-25,Leythum
1034,tt0250698,2016-06-25,2016-06-25,,Ritual,https://www.imdb.com/title/tt0250698/,movie,4.8,99,2002,Horror,1466,2002-09-18,Avi Nesher
1035,tt2011118,2016-06-25,2016-06-25,,Marvel One-Shot: The Consultant,https://www.imdb.com/title/tt2011118/,video,6.6,4,2011,"Short, Sci-Fi",5035,2011-09-13,Leythum
1036,tt1509745,2016-06-25,2016-06-25,,Lobo,https://www.imdb.com/title/tt1509745/,movie,,,,"Action, Sci-Fi",,,Michael Bay
1037,tt0800175,2016-06-25,2016-06-25,,Red Sonja,https://www.imdb.com/title/tt0800175/,movie,,,,"Action, Adventure, Fantasy, Thriller",,,
1038,tt1193126,2016-06-25,2016-06-25,,Locke & Key,https://www.imdb.com/title/tt1193126/,tvMovie,6.8,,2011,"Adventure, Drama, Horror, Thriller",131,2011-12-31,Mark Romanek
1039,tt0424287,2016-06-25,2016-06-25,,The Mostly Unfabulous Social Life of Ethan Green,https://www.imdb.com/title/tt0424287/,movie,6.2,88,2005,"Comedy, Romance",1910,2005-04-29,George Bamber
1040,tt0318763,2016-06-25,2016-06-25,,Timecop: The Berlin Decision,https://www.imdb.com/title/tt0318763/,video,4.9,81,2003,"Action, Sci-Fi",2103,2003-09-30,Steve Boyum
1041,tt2937706,2016-06-25,2016-06-25,,Timecop,https://www.imdb.com/title/tt2937706/,movie,,,,Sci-Fi,,,
1042,tt1206546,2016-06-25,2016-06-25,,Spawn,https://www.imdb.com/title/tt1206546/,movie,,,,"Action, Fantasy, Horror, Thriller",,,Todd McFarlane
1043,tt0225458,2016-06-25,2016-06-25,,Dabide no hoshi: Bishôjo-gari,https://www.imdb.com/title/tt0225458/,movie,6.2,100,1979,"Drama, Horror, Thriller",697,1979-10-27,Norifumi Suzuki
1044,tt0923779,2016-06-25,2016-06-25,,Love My Life,https://www.imdb.com/title/tt0923779/,movie,6.2,96,2006,Drama,753,2006-12-09,Kôji Kawano
1045,tt0166002,2016-06-25,2016-06-25,,Two-Fisted Tales,https://www.imdb.com/title/tt0166002/,tvMovie,5.9,88,1992,"Drama, Thriller, War, Western",482,1992-01-18,"Tom Holland, Robert Zemeckis, Richard Donner"
1046,tt0795466,2016-06-25,2016-06-25,,Sgt. Rock,https://www.imdb.com/title/tt0795466/,movie,,,,"Action, Adventure",,,
1047,tt1723642,2016-06-25,2016-06-25,,Sur la piste du Marsupilami,https://www.imdb.com/title/tt1723642/,movie,5.5,105,2012,"Adventure, Comedy, Family",3189,2012-04-04,Alain Chabat
1048,tt2387413,2016-06-25,2016-06-25,,Captain Battle: Legacy War,https://www.imdb.com/title/tt2387413/,movie,1.3,90,2013,"Action, Sci-Fi, War",362,2013-01-13,David Palmieri
1049,tt1810864,2016-06-25,2016-06-25,,L'élève Ducobu,https://www.imdb.com/title/tt1810864/,movie,4.6,96,2011,Comedy,729,2011-06-15,Philippe de Chauveron
1050,tt1213856,2016-06-25,2016-06-25,,Du saram-yida,https://www.imdb.com/title/tt1213856/,movie,5.6,85,2007,"Crime, Drama, Horror, Mystery, Romance, Thriller",1156,2007-08-22,Ki-hwan Oh
1051,tt0331527,2016-06-25,2016-06-25,,Jack Black: Spider-Man,https://www.imdb.com/title/tt0331527/,tvShort,7.6,5,2002,"Comedy, Short",1471,2002-06-06,Joel Gallen
1052,tt0380349,2016-06-25,2016-06-25,,L'enquête corse,https://www.imdb.com/title/tt0380349/,movie,5.8,92,2004,"Action, Comedy, Crime",3380,2004-10-06,Alain Berbérian
1053,tt2593230,2016-06-25,2016-06-25,,Lulu femme nue,https://www.imdb.com/title/tt2593230/,movie,6.5,84,2013,"Comedy, Drama, Romance",561,2013-07-31,Sólveig Anspach
1054,tt0187028,2016-06-25,2016-06-25,,Fugitive Samurai,https://www.imdb.com/title/tt0187028/,movie,5.9,106,1984,Action,10,,Akinori Matsuo
1055,tt1743708,2016-06-25,2016-06-25,,Petrang kabayo,https://www.imdb.com/title/tt1743708/,movie,5,110,2010,"Comedy, Fantasy",110,2010-10-13,Wenn V. Deramas
1056,tt0370859,2016-06-25,2016-06-25,,Kurdapya,https://www.imdb.com/title/tt0370859/,movie,,,1954,Comedy,,1954-12-31,Tony Cayado
1057,tt0422946,2016-06-25,2016-06-25,,Petrang kabayo 2: Anong ganda mo! Mukha kang kabayo,https://www.imdb.com/title/tt0422946/,movie,6.1,113,1990,"Comedy, Fantasy",8,1990-06-12,Luciano B. Carlos
1058,tt0489399,2016-06-25,2016-06-25,,Petrang kabayo at ang pilyang kuting,https://www.imdb.com/title/tt0489399/,movie,7.3,94,1988,"Comedy, Fantasy",11,1988-08-25,Luciano B. Carlos
1059,tt0167508,2016-06-25,2016-06-25,,Zero Woman 2,https://www.imdb.com/title/tt0167508/,movie,5.2,99,1995,"Drama, Thriller",162,,Daisuke Gotô
1060,tt0267141,2016-06-25,2016-06-25,,Zero Woman: Abunai yûgi,https://www.imdb.com/title/tt0267141/,video,5.5,80,1998,"Drama, Thriller, Crime",73,1998-05-01,"Hidekazu Takahara, Arlen Tarlofsky"
1061,tt0219420,2016-06-25,2016-06-25,,Zero Woman: Keishichô 0-ka no onna,https://www.imdb.com/title/tt0219420/,movie,5.5,75,1995,"Drama, Thriller",76,,Koji Enokido
1062,tt0229072,2016-06-25,2016-06-25,,Zero Woman III: Keishichô 0-ka no onna,https://www.imdb.com/title/tt0229072/,movie,5.5,86,1996,"Drama, Thriller, Crime",68,,Masahide Kuwabara
1063,tt0331720,2016-06-25,2016-06-25,,Zero woman: Kesenai kioku,https://www.imdb.com/title/tt0331720/,video,5.3,,1997,"Drama, Thriller, Crime",38,,Norihisa Yoshimura
1064,tt0292380,2016-06-25,2016-06-25,,Zero Woman: Namae no nai onna,https://www.imdb.com/title/tt0292380/,video,4.4,77,1997,"Drama, Thriller, Crime",58,1997-04-04,Daisuke Gotô
1065,tt0283693,2016-06-25,2016-06-25,,Zeroka no onna: Akai wappa,https://www.imdb.com/title/tt0283693/,movie,6.7,88,1974,"Action, Crime, Drama, Thriller",773,1974-05-21,Yukio Noda
1066,tt1135983,2016-06-25,2016-06-25,,Sasori,https://www.imdb.com/title/tt1135983/,movie,5,101,2008,Action,327,2008-06-23,Joe Ma
1067,tt0226873,2016-06-25,2016-06-25,,Joshû sasori: 701-gô urami-bushi,https://www.imdb.com/title/tt0226873/,movie,6.5,89,1973,"Crime, Drama, Thriller",854,1973-12-29,Yasuharu Hasebe
1068,tt0227489,2016-06-25,2016-06-25,,Shin joshû Sasori: 701-gô,https://www.imdb.com/title/tt0227489/,movie,6.4,88,1976,"Crime, Drama, Thriller",108,1976-11-17,Yu Kohira
1069,tt0227490,2016-06-25,2016-06-25,,Shin joshuu sasori: Tokushu-bô X,https://www.imdb.com/title/tt0227490/,movie,6.1,84,1977,"Crime, Drama, Thriller",78,1977-06-18,Yu Kohira
1070,tt0175141,2016-06-25,2016-06-25,,Joshuu sasori: Satsujin yokoku,https://www.imdb.com/title/tt0175141/,video,5.5,91,1991,"Crime, Drama, Thriller",6,1991-05-17,Toshiharu Ikeda
1071,tt4936174,2016-06-25,2016-06-25,,100 Bullets,https://www.imdb.com/title/tt4936174/,movie,,,,"Action, Drama, Thriller",,,
1072,tt0278351,2016-06-25,2016-06-25,,Bichunmoo,https://www.imdb.com/title/tt0278351/,movie,6.2,118,2000,"Drama, Action, Fantasy, Romance",2544,2000-07-01,Young-jun Kim
1073,tt0346179,2016-06-25,2016-06-25,,Zuma,https://www.imdb.com/title/tt0346179/,movie,5.8,141,1985,"Action, Drama, Fantasy, Horror, Sci-Fi, Thriller",44,1985-02-28,Jun Raquiza
1074,tt2265400,2016-06-25,2016-06-25,,Y: The Last Man Rising,https://www.imdb.com/title/tt2265400/,short,6.3,21,2012,"Short, Action, Sci-Fi",120,2012-07-11,Christian Cardona
1075,tt0111594,2016-06-25,2016-06-25,,Vault of Horror I,https://www.imdb.com/title/tt0111594/,tvMovie,6.8,90,1994,Horror,197,,"Steven E. de Souza, Tom Hanks, Stephen Hopkins"
1076,tt0400911,2016-06-25,2016-06-25,,Neon Genesis Evangelion,https://www.imdb.com/title/tt0400911/,movie,,,,"Animation, Action, Fantasy, Sci-Fi",,,
1077,tt0449927,2016-06-25,2016-06-25,,Enjo-kôsai bokumetsu undô: jigoku-hen,https://www.imdb.com/title/tt0449927/,movie,5.4,57,2004,"Action, Horror",71,2004-10-02,Kôsuke Suzuki
1078,tt2655456,2016-06-25,2016-06-25,,The Sixth Gun,https://www.imdb.com/title/tt2655456/,tvMovie,7,60,2013,"Action, Fantasy, Sci-Fi, Western",18,2013-12-31,Jeffrey Reiner
1079,tt0775433,2016-06-25,2016-06-25,,Black Hole,https://www.imdb.com/title/tt0775433/,movie,,,,"Drama, Horror, Romance",,,Rick Famuyiwa
1080,tt1705774,2016-06-25,2016-06-25,,Nemesis,https://www.imdb.com/title/tt1705774/,movie,,,,"Action, Adventure, Fantasy",,,
1081,tt0054816,2016-06-25,2016-06-25,,Dondi,https://www.imdb.com/title/tt0054816/,movie,3.6,99,1961,"Comedy, Drama, Family, Music, War",218,1961-03-26,Albert Zugsmith
1082,tt3504482,2016-06-25,2016-06-25,,Sheltered,https://www.imdb.com/title/tt3504482/,movie,,,,Action,,,Jesse Peyronel
1083,tt2276095,2016-06-25,2016-06-25,,Du vent dans mes mollets,https://www.imdb.com/title/tt2276095/,movie,6.8,89,2012,"Comedy, Drama",894,2012-06-08,Carine Tardieu
1084,tt0861350,2016-06-25,2016-06-25,,Header,https://www.imdb.com/title/tt0861350/,movie,4.6,89,2006,"Comedy, Crime, Drama, Horror, Mystery, Thriller",378,2006-08-12,Archibald Flancranstin
1085,tt1002541,2016-06-25,2016-06-25,,Metal Men,https://www.imdb.com/title/tt1002541/,movie,,,,Action,,,
1086,tt1303216,2016-06-25,2016-06-25,,Fathom,https://www.imdb.com/title/tt1303216/,movie,,,,Action,,,
1087,tt3625970,2016-06-25,2016-06-25,,Dark Dungeons,https://www.imdb.com/title/tt3625970/,video,4.3,40,2014,"Short, Drama, Fantasy, Horror",286,2014-08-14,L. Gabriel Gonda
1088,tt2967192,2016-06-25,2016-06-25,,Archie,https://www.imdb.com/title/tt2967192/,movie,,,,Comedy,,,Jason Moore
1089,tt1366419,2016-06-25,2016-06-25,,Ang panday,https://www.imdb.com/title/tt1366419/,movie,3.7,110,2009,"Action, Adventure, Comedy, Drama, Fantasy",58,2009-12-25,Mac Alejandre
1090,tt0427626,2016-06-25,2016-06-25,,Ang panday,https://www.imdb.com/title/tt0427626/,movie,4.1,,1980,"Action, Fantasy, Horror",61,1980-12-25,Fernando Poe Jr.
1091,tt2118570,2016-06-25,2016-06-25,,Ang panday 2,https://www.imdb.com/title/tt2118570/,movie,5.6,110,2011,"Action, Adventure, Drama, Fantasy",30,2011-12-25,Mac Alejandre
1092,tt0424341,2016-06-25,2016-06-25,,Ang panday: Ikatlong yugto,https://www.imdb.com/title/tt0424341/,movie,6.8,,1982,"Action, Adventure, Fantasy",19,1982-12-25,Fernando Poe Jr.
1093,tt0777992,2016-06-25,2016-06-25,,Pandoy: Alalay ng panday,https://www.imdb.com/title/tt0777992/,movie,5.7,,1993,"Action, Comedy, Fantasy",10,1993-06-24,Tony Y. Reyes
1094,tt0155556,2016-06-25,2016-06-25,,Dugo ng panday,https://www.imdb.com/title/tt0155556/,movie,5.1,,1993,"Action, Adventure, Fantasy",17,1993-01-04,"Lore Reyes, Peque Gallaga"
1095,tt0436659,2016-06-25,2016-06-25,,Pagbabalik ng panday,https://www.imdb.com/title/tt0436659/,movie,4.6,,1981,"Action, Adventure, Fantasy, Horror",16,1981-12-25,Fernando Poe Jr.
1096,tt0947807,2016-06-25,2016-06-25,,Them,https://www.imdb.com/title/tt0947807/,tvMovie,5.6,,2007,"Drama, Sci-Fi",103,2007-12-31,Jonathan Mostow
1097,tt1584132,2016-06-25,2016-06-25,,Too Cool to Be Forgotten,https://www.imdb.com/title/tt1584132/,movie,,,,Comedy,,,Steven Brill
1098,tt0412516,2016-06-25,2016-06-25,,Black Magic,https://www.imdb.com/title/tt0412516/,movie,7.4,,1987,Comedy,23,1987-11-26,Mike Relon Makiling
1099,tt1280569,2016-06-25,2016-06-25,,Sleeper,https://www.imdb.com/title/tt1280569/,movie,,,,"Action, Sci-Fi",,,
1100,tt0057875,2016-06-25,2016-06-25,,Batman Dracula,https://www.imdb.com/title/tt0057875/,movie,5.4,54,1964,Drama,106,,Andy Warhol
1101,tt1076253,2016-06-25,2016-06-25,,Razor,https://www.imdb.com/title/tt1076253/,movie,,,,Action,,,
1102,tt0335261,2016-06-25,2016-06-25,,Lisístrata,https://www.imdb.com/title/tt0335261/,movie,4.5,89,2002,"Comedy, Romance",449,2002-09-13,Francesc Bellmunt
1103,tt0116371,2016-06-25,2016-06-25,,Frostbiter: Wrath of the Wendigo,https://www.imdb.com/title/tt0116371/,movie,3.6,84,1995,"Comedy, Horror",492,1995-01-29,Tom Chaney
1104,tt0344933,2016-06-25,2016-06-25,,Bituing walang ningning,https://www.imdb.com/title/tt0344933/,movie,7.9,126,1985,"Drama, Musical, Romance",41,1985-02-14,Emmanuel H. Borlaza
1105,tt2013252,2016-06-25,2016-06-25,,Nonplayer,https://www.imdb.com/title/tt2013252/,movie,,,,"Action, Fantasy, Sci-Fi",,,
1106,tt0183676,2016-06-25,2016-06-25,,Joshû shokeinin Maria: Gekijô-ban,https://www.imdb.com/title/tt0183676/,movie,4.6,75,1995,"Crime, Drama, Romance, Thriller",58,1995-11-18,Shûji Kataoka
1107,tt1640215,2016-06-25,2016-06-25,,Crossed,https://www.imdb.com/title/tt1640215/,movie,,,,"Action, Horror",,,
1108,tt1699112,2016-06-25,2016-06-25,,A Contract with God,https://www.imdb.com/title/tt1699112/,movie,,,,Drama,,,
1109,tt0369592,2016-06-25,2016-06-25,,Iukit mo sa bala!,https://www.imdb.com/title/tt0369592/,movie,,,1994,"Action, Drama",,,Pepe Marcos
1110,tt0877732,2016-06-25,2016-06-25,,ZsaZsa Zaturnnah Ze Moveeh,https://www.imdb.com/title/tt0877732/,movie,6.3,114,2006,"Action, Adventure, Comedy, Fantasy, Musical, Sci-Fi",90,2006-12-25,Joel Lamangan
1111,tt2291540,2016-06-25,2016-06-25,,My Friend Dahmer,https://www.imdb.com/title/tt2291540/,movie,6.3,107,2017,"Biography, Drama, Horror",11381,2017-04-21,Marc Meyers
1112,tt1270117,2016-06-25,2016-06-25,,Spooks,https://www.imdb.com/title/tt1270117/,movie,,,,Action,,,
1113,tt3116022,2016-06-25,2016-06-25,,Avengelyne,https://www.imdb.com/title/tt3116022/,movie,,,,"Action, Fantasy",,,Akiva Goldsman
1114,tt0953981,2016-06-25,2016-06-25,,Always zoku san-chôme no yûhi,https://www.imdb.com/title/tt0953981/,movie,7.6,146,2007,Drama,759,2007-10-22,Takashi Yamazaki
1115,tt2006257,2016-06-25,2016-06-25,,The Darkness,https://www.imdb.com/title/tt2006257/,movie,,,,Horror,,,Len Wiseman
1116,tt0197729,2016-06-25,2016-06-25,,NightMan,https://www.imdb.com/title/tt0197729/,tvMovie,6.9,93,1997,Sci-Fi,101,1997-11-23,"Nick Daniel, Mark Jones, Glen A. Larson"
1117,tt0046192,2016-06-25,2016-06-25,,Planet Outlaws,https://www.imdb.com/title/tt0046192/,movie,3.8,71,1953,"Action, Family, Sci-Fi",300,,"Saul A. Goodkind, Ford Beebe"
1118,tt0257909,2016-06-25,2016-06-25,,Menino Maluquinho: O Filme,https://www.imdb.com/title/tt0257909/,movie,6.5,83,1995,"Adventure, Comedy, Family",656,1995-07-07,Helvecio Ratton
1119,tt0300482,2016-06-25,2016-06-25,,Silver - shirubaa,https://www.imdb.com/title/tt0300482/,video,4.6,79,1999,"Crime, Drama, Romance, Thriller",275,1999-09-21,Takashi Miike
1120,tt0343390,2016-06-25,2016-06-25,,Babangon ako't dudurugin kita,https://www.imdb.com/title/tt0343390/,movie,6.5,,1989,"Action, Drama, Thriller",32,1989-09-13,Lino Brocka
1121,tt0174699,2016-06-25,2016-06-25,,Gorugo 13,https://www.imdb.com/title/tt0174699/,movie,6.6,104,1973,"Action, Crime, Thriller",160,1973-12-29,Jun'ya Satô
1122,tt1528856,2016-06-25,2016-06-25,,Frenemy of the State,https://www.imdb.com/title/tt1528856/,movie,,,,"Adventure, Comedy",,,
1123,tt1498864,2016-06-25,2016-06-25,,Queen & Country,https://www.imdb.com/title/tt1498864/,movie,,,,"Action, Thriller",,,Ridley Scott
1124,tt2255837,2016-06-25,2016-06-25,,I Killed Adolf Hitler,https://www.imdb.com/title/tt2255837/,movie,,,,"Adventure, Comedy, Sci-Fi",,,
1125,tt0098971,2016-06-25,2016-06-25,,A Xiu Luo,https://www.imdb.com/title/tt0098971/,movie,5.3,93,1990,"Action, Adventure, Fantasy",111,1990-01-03,"Ngai Choi Lam, Sze Yu Lau"
1126,tt0093367,2016-06-25,2016-06-25,,Kujaku ô,https://www.imdb.com/title/tt0093367/,movie,5.9,86,1988,"Action, Adventure, Fantasy, Horror",233,1988-12-10,"Ngai Choi Lam, Biao Yuen"
1127,tt0382508,2016-06-25,2016-06-25,,1-Ichi,https://www.imdb.com/title/tt0382508/,video,5.4,83,2003,"Drama, Mystery, Thriller",687,2003-01-24,Masato Tanno
1128,tt0424059,2016-06-25,2016-06-25,,Dyesebel,https://www.imdb.com/title/tt0424059/,movie,5.8,,1996,"Drama, Fantasy, Romance",9,1996-01-04,Emmanuel H. Borlaza
1129,tt0112939,2016-06-25,2016-06-25,,Eko eko azaraku,https://www.imdb.com/title/tt0112939/,movie,6,80,1995,Horror,656,1995-04-08,Shimako Sato
1130,tt0116178,2016-06-25,2016-06-25,,Eko eko azaraku II,https://www.imdb.com/title/tt0116178/,movie,5.9,83,1996,Horror,258,1996-04-20,Shimako Sato
1131,tt0130650,2016-06-25,2016-06-25,,Eko eko azaraku III,https://www.imdb.com/title/tt0130650/,movie,5.2,95,1998,Horror,192,1998-01-15,Katsuhito Ueno
1132,tt0485114,2016-06-25,2016-06-25,,Eko eko azaraku,https://www.imdb.com/title/tt0485114/,movie,5.1,89,2001,"Drama, Horror",69,2001-04-28,Kôsuke Suzuki
1133,tt1107326,2016-06-25,2016-06-25,,Eko eko azaraku: R-page,https://www.imdb.com/title/tt1107326/,movie,5.3,,2006,Horror,12,2006-12-16,Taichi Itô
1134,tt1107325,2016-06-25,2016-06-25,,Eko eko azaraku: B-page,https://www.imdb.com/title/tt1107325/,movie,4.8,,2006,Horror,15,2006-12-30,Taichi Itô
1135,tt0499518,2016-06-25,2016-06-25,,LoveDeath,https://www.imdb.com/title/tt0499518/,movie,6.5,158,2006,Action,170,2006-02-24,Ryûhei Kitamura
1136,tt0339482,2016-06-25,2016-06-25,,L'outremangeur,https://www.imdb.com/title/tt0339482/,movie,6.4,90,2003,"Crime, Drama",366,2003-07-16,Thierry Binisti
1137,tt0451279,2016-08-05,2016-08-05,,Wonder Woman,https://www.imdb.com/title/tt0451279/,movie,7.5,141,2017,"Action, Adventure, Fantasy, Sci-Fi, War",481845,2017-05-15,Patty Jenkins
1138,tt1931507,2016-08-05,2016-08-05,,Pepina Rejholcová,https://www.imdb.com/title/tt1931507/,movie,4,91,1932,Comedy,5,1932-12-31,Václav Binovec
1139,tt0990407,2016-08-05,2016-08-05,,The Green Hornet,https://www.imdb.com/title/tt0990407/,movie,5.8,119,2011,"Action, Comedy, Crime, Sci-Fi, Thriller",148243,2011-01-12,Michel Gondry
1140,tt0831855,2016-08-05,2016-08-05,,The Green Hornet,https://www.imdb.com/title/tt0831855/,short,7.1,,2006,"Short, Action, Crime, Sci-Fi, Thriller",101,2006-06-08,Aurélien Poitrimoult
1141,tt0044091,2016-08-05,2016-08-05,,Superman and the Mole-Men,https://www.imdb.com/title/tt0044091/,movie,5.9,58,1951,"Action, Adventure, Drama, Family, Fantasy, Romance, Sci-Fi",1500,1951-11-23,Lee Sholem
1142,tt0048481,2016-08-05,2016-08-05,,Pekka ja Pätkä puistotäteinä,https://www.imdb.com/title/tt0048481/,movie,5.4,64,1955,Comedy,281,1955-03-04,Armand Lohikoski
1143,tt0048480,2016-08-05,2016-08-05,,Pekka ja Pätkä pahassa pulassa,https://www.imdb.com/title/tt0048480/,movie,5.4,73,1955,Comedy,205,1955-12-02,Armand Lohikoski
1144,tt0050831,2016-08-05,2016-08-05,,Pekka ja Pätkä ketjukolarissa,https://www.imdb.com/title/tt0050831/,movie,5.2,73,1957,Comedy,247,1957-03-01,Armand Lohikoski
1145,tt0050832,2016-08-05,2016-08-05,,Pekka ja Pätkä salapoliiseina,https://www.imdb.com/title/tt0050832/,movie,5.7,82,1957,Comedy,251,1957-08-23,Armand Lohikoski
1146,tt0050833,2016-08-05,2016-08-05,,Pekka ja Pätkä sammakkomiehinä,https://www.imdb.com/title/tt0050833/,movie,5.3,91,1957,Comedy,287,1957-12-20,Armand Lohikoski
1147,tt0049607,2016-08-05,2016-08-05,,Pekka ja Pätkä Suezilla,https://www.imdb.com/title/tt0049607/,movie,5.5,74,1958,Comedy,286,1958-04-25,Armand Lohikoski
1148,tt0052057,2016-08-05,2016-08-05,,Pekka ja Pätkä miljonääreinä,https://www.imdb.com/title/tt0052057/,movie,5.6,98,1958,Comedy,236,1958-08-29,Armand Lohikoski
1149,tt0054168,2016-08-05,2016-08-05,,Pekka ja Pätkä mestarimaalareina,https://www.imdb.com/title/tt0054168/,movie,5.5,79,1959,Comedy,245,1959-09-18,Armand Lohikoski
1150,tt0069341,2016-08-05,2016-08-05,,Tales from the Crypt,https://www.imdb.com/title/tt0069341/,movie,7,92,1972,Horror,8417,1972-03-08,Freddie Francis
1151,tt0335066,2016-08-05,2016-08-05,,Dyesebel,https://www.imdb.com/title/tt0335066/,movie,,114,1973,"Adventure, Family, Fantasy, Drama",,1973-06-17,Emmanuel H. Borlaza
1152,tt0072888,2016-08-05,2016-08-05,,Docteur Justice,https://www.imdb.com/title/tt0072888/,movie,4.3,112,1975,Action,85,1975-12-17,Christian-Jaque
1153,tt0359196,2016-08-05,2016-08-05,,Dyesebel,https://www.imdb.com/title/tt0359196/,movie,5.4,,1978,"Drama, Fantasy, Romance",5,1978-10-13,Anthony Taylor
1154,tt0077239,2016-08-05,2016-08-05,,Billy Turf het dikste studentje ter wereld,https://www.imdb.com/title/tt0077239/,movie,6.3,94,1978,"Comedy, Family",39,1978-12-31,Henk van der Linden
1155,tt0082076,2016-08-05,2016-08-05,,Billy Turf haantje de voorste,https://www.imdb.com/title/tt0082076/,movie,5.6,90,1982,"Comedy, Family",38,1982-07-08,Henk van der Linden
1156,tt0083653,2016-08-05,2016-08-05,,Billie Turf kontra Kwel,https://www.imdb.com/title/tt0083653/,movie,5.8,93,1983,"Comedy, Family",46,1983-12-22,Henk van der Linden
1157,tt0089792,2016-08-05,2016-08-05,,Pekka & Pätkä ja tuplajättipotti,https://www.imdb.com/title/tt0089792/,movie,2.7,,1985,Comedy,42,1985-04-05,Visa Mäkinen
1158,tt0347750,2016-08-05,2016-08-05,,Pati ba pintig ng puso?,https://www.imdb.com/title/tt0347750/,movie,4.6,,1985,Drama,31,1985-07-31,Leroy Salvador
1159,tt0091740,2016-08-05,2016-08-05,,Pekka Puupää poliisina,https://www.imdb.com/title/tt0091740/,movie,4.1,111,1986,Comedy,47,1986-10-03,Visa Mäkinen
1160,tt1321494,2016-08-05,2016-08-05,,Tuklaw,https://www.imdb.com/title/tt1321494/,movie,,,1986,"Comedy, Drama",,1986-12-25,Carlo J. Caparas
1161,tt0273080,2016-08-05,2016-08-05,,Anak ni Zuma,https://www.imdb.com/title/tt0273080/,movie,6.1,115,1987,"Action, Horror, Sci-Fi, Thriller",30,1987-10-09,Ben Yalung
1162,tt0417666,2016-08-05,2016-08-05,,Family Tree,https://www.imdb.com/title/tt0417666/,movie,6.8,,1987,"Comedy, Family, Fantasy",6,1987-12-31,Mike Relon Makiling
1163,tt0474545,2016-08-05,2016-08-05,,Anak ng demonyo,https://www.imdb.com/title/tt0474545/,movie,7,,1989,"Drama, Fantasy, Horror",9,1989-05-05,Mauro Gia Samonte
1164,tt0422151,2016-08-05,2016-08-05,,Dyesebel,https://www.imdb.com/title/tt0422151/,movie,6.4,,1990,"Drama, Fantasy, Romance",8,1990-02-20,Mel Chionglo
1165,tt0398304,2016-08-05,2016-08-05,,Sa Diyos lang ako susuko,https://www.imdb.com/title/tt0398304/,movie,,,1990,Action,,1990-03-06,Manuel 'Fyke' Cinco
1166,tt0101552,2016-08-05,2016-08-05,,Cauchemar blanc,https://www.imdb.com/title/tt0101552/,short,6.1,9,1991,"Short, Drama",185,1991-05-11,Mathieu Kassovitz
1167,tt0395113,2016-08-05,2016-08-05,,The Bogie Man,https://www.imdb.com/title/tt0395113/,tvMovie,7,60,1992,Comedy,26,1992-12-29,Charles Gormley
1168,tt0136198,2016-08-05,2016-08-05,,Firearm,https://www.imdb.com/title/tt0136198/,video,5.1,35,1993,"Short, Action",31,,Darren Doane
1169,tt0328376,2016-08-05,2016-08-05,,Sasori in U.S.A.,https://www.imdb.com/title/tt0328376/,movie,4.4,86,1997,"Drama, Thriller, Crime",32,1997-04-05,Daisuke Gotô
1170,tt0311765,2016-08-05,2016-08-05,,Sasori: Korosu tenshi,https://www.imdb.com/title/tt0311765/,movie,4.6,,1998,"Drama, Thriller, Crime",25,1998-10-31,Ryôji Niimura
1171,tt0269614,2016-08-05,2016-08-05,,Neji-shiki,https://www.imdb.com/title/tt0269614/,movie,6.2,87,1998,Drama,193,1998-06-17,Teruo Ishii
1172,tt0117534,2016-08-05,2016-08-05,,Sabrina the Teenage Witch,https://www.imdb.com/title/tt0117534/,tvMovie,6.3,91,1996,"Comedy, Family, Fantasy",6101,1996-04-07,Tibor Takács
1173,tt0165456,2016-08-05,2016-08-05,,The Wonderful World of Disney: Sabrina Goes to Rome,https://www.imdb.com/title/tt0165456/,tvEpisode,5.5,100,1998,"Action, Adventure, Comedy, Drama, Family, Fantasy, Musical",1622,1998-10-04,Tibor Takács
1174,tt0209297,2016-08-05,2016-08-05,,"The Wonderful World of Disney: Sabrina, Down Under",https://www.imdb.com/title/tt0209297/,tvEpisode,5.4,120,1999,"Action, Adventure, Comedy, Drama, Family, Fantasy, Musical",1403,1999-09-26,Kenneth R. Koch
1175,tt0253881,2016-08-05,2016-08-05,,Vana espuma,https://www.imdb.com/title/tt0253881/,short,5.4,28,1998,"Horror, Crime, Short, Drama, Mystery, Sci-Fi, Thriller",650,,Andrés Useche
1176,tt0266428,2016-08-05,2016-08-05,,Coquille,https://www.imdb.com/title/tt0266428/,movie,7.5,95,1998,"Drama, Romance",38,1998-12-31,Shun Nakahara
1177,tt0318076,2016-08-05,2016-08-05,,Slim Slam Slum,https://www.imdb.com/title/tt0318076/,movie,1.9,97,2002,"Comedy, Music, Romance",512,2002-08-30,"Marcelino Ballarin, Jorge Ballarin"
